diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C0036069,"Saldino-Noonan Syndrome",disease,C16;C05,"Disease or Syndrome",16,12
C0036091,Sialolithiasis,disease,C23;C07,"Disease or Syndrome",5,5
C0036093,"Salivary Gland Diseases",group,C07,"Disease or Syndrome",5,4
C0036095,"Salivary Gland Neoplasms",group,C04;C07,"Neoplastic Process",116,61
C0036117,"Salmonella infections",group,C01,"Disease or Syndrome",96,94
C0036118,"Salmonella Infections, Animal",group,C01;C22,"Disease or Syndrome",3,3
C0036130,Salpingitis,disease,C13,"Disease or Syndrome",9,7
C0036161,"Sandhoff Disease",disease,C16;C18;C10,"Disease or Syndrome",21,104
C0036202,Sarcoidosis,disease,C15,"Disease or Syndrome",413,546
C0036203,"Cutaneous sarcoidosis",disease,C17;C15,"Disease or Syndrome",3,5
C0036205,"Sarcoidosis, Pulmonary",disease,C08;C15,"Disease or Syndrome",81,71
C0036211,"Sarcoma 180",disease,C04,"Neoplastic Process; Experimental Model of Disease",20,12
C0036214,"Sarcoma, Engelbreth-Holm-Swarm",disease,C04,"Neoplastic Process; Experimental Model of Disease",2,2
C0036216,"Sarcoma, Experimental",disease,C04,"Neoplastic Process; Experimental Model of Disease",7,5
C0036219,"Sarcoma, Jensen",disease,C04,"Neoplastic Process; Experimental Model of Disease",1,1
C0036220,"Kaposi Sarcoma",disease,C04;C01,"Neoplastic Process",488,506
C0036221,"Mast-Cell Sarcoma",disease,C04,"Neoplastic Process",27,23
C0036224,"Sarcoma, Yoshida",disease,C04,"Neoplastic Process; Experimental Model of Disease",6,2
C0036231,Sarcocystosis,disease,C01,"Disease or Syndrome",2,2
C0036280,"Burn scar",disease,C23;C26,"Acquired Abnormality",11,7
C0036285,"Scarlet Fever",disease,C01,"Disease or Syndrome",4,4
C0036305,"Schamberg Disease",phenotype,C23;C17,"Disease or Syndrome",6,5
C0036310,"Scheuermann's Disease",disease,C05,"Disease or Syndrome",5,4
C0036323,Schistosomiasis,disease,C01,"Disease or Syndrome",152,144
C0036329,"Schistosomiasis japonica",disease,C01,"Disease or Syndrome",27,22
C0036330,"Schistosomiasis mansoni",disease,C01,"Disease or Syndrome",27,33
C0036337,"Schizoaffective Disorder",disease,F03,"Mental or Behavioral Dysfunction",126,94
C0036339,"Schizoid Personality Disorder",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0036341,Schizophrenia,disease,F03,"Mental or Behavioral Dysfunction",2872,6365
C0036344,"Schizophrenia, Catatonic",disease,F03,"Mental or Behavioral Dysfunction",8,12
C0036346,"Schizophrenia, Childhood",disease,F03,"Mental or Behavioral Dysfunction",33,11
C0036347,"Schizophrenia, Disorganized",disease,F03,"Mental or Behavioral Dysfunction",3,4
C0036349,"Paranoid Schizophrenia",disease,F03,"Mental or Behavioral Dysfunction",53,44
C0036351,"Residual schizophrenia",disease,F03,"Mental or Behavioral Dysfunction",2,2
C0036358,"Schizophreniform Disorders",group,F03,"Mental or Behavioral Dysfunction",20,9
C0036363,"Schizotypal Personality Disorder",disease,F03,"Mental or Behavioral Dysfunction",23,23
C0036391,"Schwartz-Jampel Syndrome",disease,C16;C05,"Disease or Syndrome",77,157
C0036396,Sciatica,phenotype,C23;C10,"Sign or Symptom",24,14
C0036400,"Scimitar Syndrome",disease,C16;C08;C14,"Disease or Syndrome",2,1
C0036413,"Scleredema Adultorum",disease,C17,"Disease or Syndrome",1,1
C0036416,Scleritis,disease,C11,"Disease or Syndrome",12,6
C0036420,"Localized scleroderma",disease,C17,"Disease or Syndrome",51,37
C0036421,"Systemic Scleroderma",disease,C17,"Disease or Syndrome",979,1311
C0036429,Sclerosis,phenotype,C23,"Pathologic Function",24,20
C0036439,"Scoliosis, unspecified",disease,C05,"Disease or Syndrome",850,211
C0036454,Scotoma,phenotype,C23;C11;C10,Finding,21,0
C0036457,Scrapie,disease,C01;C10;C22,"Disease or Syndrome",8,12
C0036472,"Scrub Typhus",disease,C01,"Disease or Syndrome",58,40
C0036474,Scurvy,disease,C18;C15;C14,"Disease or Syndrome",3,3
C0036489,"Sea-Blue Histiocyte Syndrome",disease,C16;C18;C10;C15,"Disease or Syndrome",5,2
C0036502,"Sebaceous Gland Diseases",group,C17,"Disease or Syndrome",1,1
C0036503,"Sebaceous Gland Neoplasms",group,C04;C17,"Neoplastic Process",3,3
C0036508,"Seborrheic dermatitis",disease,C17,"Disease or Syndrome",39,10
C0036529,"Myocardial Diseases, Secondary",group,C14,"Disease or Syndrome",101,86
C0036572,Seizures,phenotype,C23;C10,"Sign or Symptom",2152,2112
C0036631,Seminoma,disease,C04,"Neoplastic Process",311,250
C0036646,"Age-related cataract",disease,C11,"Acquired Abnormality",92,110
C0036651,"Solar lentigo",disease,C23;C17,"Disease or Syndrome",15,9
C0036659,"Sensation Disorders",group,C23;C10,"Disease or Syndrome",1,1
C0036685,"Septicaemia due to gram-negative organism, unspecified",group,C23;C01,"Disease or Syndrome",33,30
C0036686,"Gram positive sepsis",group,C23;C01,"Disease or Syndrome",5,4
C0036689,"Streptococcal sore throat",disease,C01;C08;C07;C09,"Disease or Syndrome",6,5
C0036690,Septicemia,disease,C23;C01,"Disease or Syndrome",1285,2499
C0036749,Serositis,phenotype,C23,"Pathologic Function",1,1
C0036769,"Sertoli Cell Tumor",disease,C04;C12;C19,"Neoplastic Process",9,14
C0036787,"SERUM CHLORIDE ION TESTS",phenotype,NULL,"Laboratory Procedure",1,1
C0036830,"Serum Sickness",disease,C17;C20;C25,"Disease or Syndrome",9,7
C0036836,"Serum total protein measurement",phenotype,NULL,"Laboratory Procedure",4,1
C0036857,"Severe intellectual disability",disease,C23;C10;F03;F01,"Mental or Behavioral Dysfunction",429,235
C0036868,"Sex Chromosome Aberrations",group,C23,"Disease or Syndrome; Congenital Abnormality",8,5
C0036875,"Disorders of Sex Development",group,C16;C13;C12;C19,"Congenital Abnormality",39,85
C0036902,"Sexual Arousal Disorder",disease,F03,"Mental or Behavioral Dysfunction",7,7
C0036913,"Sexual Sadism",disease,F03,"Mental or Behavioral Dysfunction",2,1
C0036916,"Sexually Transmitted Diseases",group,C13;C01;C12,"Disease or Syndrome",75,72
C0036917,"Sexually Transmitted Diseases, Bacterial",group,C13;C01;C12,"Disease or Syndrome",1,1
C0036920,"Sezary Syndrome",disease,C04;C20;C15,"Neoplastic Process",196,157
C0036939,"Shared Paranoid Disorder",disease,F03,"Mental or Behavioral Dysfunction",27,25
C0036973,Shivering,phenotype,NULL,Finding,1,0
C0036974,Shock,phenotype,C23,"Pathologic Function",25,17
C0036980,"Shock, Cardiogenic",phenotype,C23;C14,"Pathologic Function",6,3
C0036981,"Endotoxic shock",phenotype,C23;C01,"Pathologic Function",6,6
C0036982,"Shock, Hemorrhagic",phenotype,C23,"Pathologic Function",41,37
C0036983,"Septic Shock",phenotype,C23;C01,"Pathologic Function",37,32
C0036986,"Shock, Traumatic",phenotype,C23;C26,"Pathologic Function",1,1
C0036992,"Short Bowel Syndrome",disease,C23;C06,"Disease or Syndrome",21,34
C0036996,"Short Rib-Polydactyly Syndrome",disease,C16;C05,"Disease or Syndrome",21,17
C0037011,"Shoulder Pain",phenotype,C23;C05,"Sign or Symptom",18,14
C0037018,"Shwartzman Phenomenon",disease,C15;C14,"Disease or Syndrome",1,1
C0037019,"Shy-Drager Syndrome",disease,C10;C14,"Disease or Syndrome",8,4
C0037020,Shyness,phenotype,F01,"Social Behavior",9,0
C0037023,Sialadenitis,disease,C07,"Disease or Syndrome",42,39
C0037036,Sialorrhea,disease,C07,"Disease or Syndrome",32,18
C0037050,"Sick Building Syndrome",disease,C20;C21,"Disease or Syndrome",1,1
C0037052,"Sick Sinus Syndrome",disease,C23;C14,"Disease or Syndrome",51,32
C0037054,"Sickle Cell Trait",disease,C16;C15,"Disease or Syndrome",75,96
C0037061,Siderosis,disease,C08;C24,"Disease or Syndrome",23,22
C0037090,"Signs and Symptoms, Respiratory",group,C23,"Sign or Symptom",73,103
C0037116,Silicosis,disease,C08;C24,"Disease or Syndrome",121,115
C0037140,"B Virus Infection",disease,C01,"Disease or Syndrome",3,2
C0037157,"Simple cyst",disease,C23;C04,"Anatomical Abnormality",3,2
C0037188,"Sinoatrial Block",disease,C23;C14,"Disease or Syndrome",1,1
C0037198,"Sinus Thrombosis, Intracranial",disease,C10;C14,"Disease or Syndrome",17,22
C0037199,Sinusitis,disease,C01;C08;C09,"Disease or Syndrome",97,33
C0037205,Sirenomelia,disease,C16;C05,"Disease or Syndrome",11,3
C0037221,"Situs Inversus",disease,C16,"Congenital Abnormality",138,138
C0037231,"Sjogren-Larsson Syndrome",disease,C16;C18;C17,"Disease or Syndrome",20,67
C0037268,"Skin Abnormalities",group,C16;C17,"Congenital Abnormality",106,51
C0037274,"Dermatologic disorders",group,C17,"Disease or Syndrome",617,809
C0037277,"Skin Diseases, Genetic",group,C16;C17,"Disease or Syndrome",57,80
C0037278,"Skin Diseases, Infectious",group,C01;C17,"Disease or Syndrome",74,83
C0037280,"Skin Diseases, Parasitic",group,C01;C17,"Disease or Syndrome",1,1
C0037284,"Skin lesion",group,C17,"Disease or Syndrome",563,705
C0037285,"Skin Manifestations",phenotype,C23,"Sign or Symptom",50,49
C0037286,"Skin Neoplasms",group,C04;C17,"Neoplastic Process",363,407
C0037287,"Skin nodule",disease,C04;C17,"Pathologic Function",8,0
C0037290,"Skin Pigmentation",phenotype,NULL,"Organ or Tissue Function",24,5
C0037293,"Skin tag",phenotype,C23;C04;C17,"Neoplastic Process",17,0
C0037299,"Skin Ulcer",phenotype,C17,"Disease or Syndrome",151,37
C0037301,"Skin Wrinkling",phenotype,NULL,Finding,12,0
C0037315,"Sleep Apnea Syndromes",disease,C08;C10,"Disease or Syndrome",148,114
C0037316,"Sleep Deprivation",phenotype,C23;C10;F03,Finding,14,13
C0037317,"Sleep disturbances",phenotype,C10;F03;F01,"Sign or Symptom",311,149
C0037354,Smallpox,disease,C01,"Disease or Syndrome",39,32
C0037369,Smoking,phenotype,F01,"Individual Behavior",391,20
C0037383,Sneezing,phenotype,C23,"Sign or Symptom",21,17
C0037384,Snoring,phenotype,C23,"Sign or Symptom",23,12
C0037579,"Soft Tissue Neoplasms",group,C04,"Neoplastic Process",145,157
C0037650,"Somatoform Disorder",group,F03,"Mental or Behavioral Dysfunction",2,2
C0037661,Somatostatinoma,disease,C06;C04;C19,"Neoplastic Process",5,8
C0037672,Somnambulism,disease,C10;F03,"Disease or Syndrome",3,2
C0037753,Sparganosis,disease,C01,"Disease or Syndrome",1,2
C0037763,Spasm,phenotype,C23;C10,"Sign or Symptom",172,37
C0037768,Spasmophilia,phenotype,C23;C18;C10,"Disease or Syndrome",1,1
C0037769,"West Syndrome",disease,C10,"Disease or Syndrome",149,231
C0037771,"Paraparesis, Spastic",phenotype,C23;C10,"Sign or Symptom",75,75
C0037772,"Spastic Paraplegia",disease,C23;C10,"Disease or Syndrome",144,165
C0037773,"Spastic Paraplegia, Hereditary",disease,C16;C10,"Disease or Syndrome",123,425
C0037789,"Specific reading disorder",phenotype,C23;C10;F03,"Mental or Behavioral Dysfunction",6,6
C0037822,"Speech Disorders",group,C23;C10,"Disease or Syndrome",183,68
C0037856,"Spermatic Cord Torsion",disease,C12,"Disease or Syndrome",23,14
C0037859,Spermatocele,disease,C23;C12,"Disease or Syndrome",5,1
C0037889,"Hereditary spherocytosis",disease,C16;C15,"Disease or Syndrome",53,104
C0037899,Sphingolipidoses,disease,C16;C18;C10,"Disease or Syndrome",17,15
C0037917,"Spina Bifida Cystica",disease,C16;C10,"Congenital Abnormality",21,13
C0037926,"Compression of spinal cord",disease,C10;C26,"Disease or Syndrome",60,42
C0037928,"Spinal Cord Diseases",group,C10,"Disease or Syndrome",84,69
C0037930,"Spinal Cord Neoplasms",group,C04;C10,"Neoplastic Process",27,15
C0037932,"Curvature of spine",phenotype,C05,Finding,1,1
C0037933,"Spinal Diseases",group,C05,"Disease or Syndrome",16,15
C0037939,"Spinal Neoplasms",group,C04;C05,"Neoplastic Process",14,9
C0037942,"Spinal Osteophytosis",disease,C05,"Disease or Syndrome",1,1
C0037944,"Spinal Stenosis",disease,C05,"Acquired Abnormality",6,6
C0037952,"Spinocerebellar Degeneration",group,C16;C10,"Disease or Syndrome",14,14
C0037974,"Spirochaetales Infections",group,C01,"Disease or Syndrome",1,1
C0037997,"Splenic Diseases",group,C15,"Disease or Syndrome",6,3
C0037998,"Splenic Infarction",disease,C23;C15;C14,"Disease or Syndrome",1,1
C0037999,"Splenic Neoplasms",group,C04;C15,"Neoplastic Process",6,4
C0038002,Splenomegaly,phenotype,C23,Finding,345,21
C0038012,Spondylitis,disease,C01;C05,"Disease or Syndrome",20,23
C0038013,"Ankylosing spondylitis",disease,C05,"Disease or Syndrome",710,1041
C0038015,"Spondyloepiphyseal Dysplasia",disease,C16;C05,"Disease or Syndrome",29,54
C0038016,Spondylolisthesis,disease,C05,"Disease or Syndrome",28,16
C0038017,"Congenital spondylolisthesis",disease,C16;C05,"Congenital Abnormality",17,15
C0038018,Spondylolysis,disease,C05,"Disease or Syndrome",9,3
C0038019,Spondylosis,disease,C05,"Disease or Syndrome",7,7
C0038034,Sporotrichosis,disease,C01;C17,"Disease or Syndrome",10,7
C0038041,"Spotted Fever Group Rickettsiosis",disease,C01,"Disease or Syndrome",5,6
C0038131,Stammering,disease,C23;C10,"Mental or Behavioral Dysfunction",1,1
C0038159,"Staphylococcal Food Poisoning",disease,C01;C25,"Disease or Syndrome",3,4
C0038160,"Staphylococcal Infections",group,C01,"Disease or Syndrome",37,63
C0038165,"Staphylococcal Scalded Skin Syndrome",disease,C01;C17,"Disease or Syndrome",7,10
C0038166,"Staphylococcal Skin Infections",group,C01;C17,"Disease or Syndrome",9,7
C0038187,Starvation,phenotype,C18,Finding,10,9
C0038218,"Status Asthmaticus",phenotype,C08;C20,"Disease or Syndrome",7,4
C0038219,"Status Dysraphicus",disease,C16;C10,"Congenital Abnormality",12,14
C0038220,"Status Epilepticus",disease,C23;C10,"Disease or Syndrome",533,420
C0038238,Steatorrhea,phenotype,C06;C18,Finding,37,0
C0038271,"Stereotyped Behavior",disease,F01,"Individual Behavior",135,1
C0038273,"Stereotypic Movement Disorder",phenotype,F03,"Mental or Behavioral Dysfunction",192,38
C0038279,"Sterility, Postpartum",phenotype,C13,"Pathologic Function",28,19
C0038325,"Stevens-Johnson Syndrome",disease,C17;C20;C25;C07,"Disease or Syndrome",67,121
C0038354,"Stomach Diseases",group,C06,"Disease or Syndrome",70,54
C0038355,"Stomach Diverticulum",phenotype,C23;C06,"Anatomical Abnormality",1,0
C0038356,"Stomach Neoplasms",group,C06;C04,"Neoplastic Process",820,938
C0038358,"Gastric ulcer",disease,C06,"Disease or Syndrome",136,151
C0038362,Stomatitis,disease,C07,"Disease or Syndrome",109,92
C0038363,"Aphthous Stomatitis",disease,C07,"Disease or Syndrome",15,14
C0038364,"Stomatitis, Denture",disease,C07,"Disease or Syndrome",4,3
C0038368,"Stomatognathic Diseases",group,C07,"Disease or Syndrome",2,1
C0038379,Strabismus,disease,C11;C10,"Disease or Syndrome",716,68
C0038395,"Streptococcal Infections",group,C01,"Disease or Syndrome",34,51
C0038433,"Streptozotocin Diabetes",disease,C18;C19,"Experimental Model of Disease",112,66
C0038436,"Post-Traumatic Stress Disorder",disease,F03,"Mental or Behavioral Dysfunction",418,704
C0038437,"Female stress incontinence",disease,C23;C13;C12,"Disease or Syndrome",1,1
C0038441,"Stress Disorders, Traumatic",group,F03,"Mental or Behavioral Dysfunction",20,17
C0038443,"Stress, Psychological",disease,F01,"Mental or Behavioral Dysfunction",199,285
C0038449,"Stricture of artery",phenotype,C14,"Pathologic Function",16,0
C0038450,Stridor,phenotype,C23,"Sign or Symptom",31,7
C0038454,"Cerebrovascular accident",group,C10;C14,"Disease or Syndrome",1658,3668
C0038457,"Stromal Dystrophies, Corneal",group,C16;C11,"Disease or Syndrome",3,4
C0038463,Strongyloidiasis,disease,C01,"Disease or Syndrome",6,5
C0038475,"Double structure",disease,NULL,"Congenital Abnormality",4,2
C0038476,"Supernumerary structure",disease,C16,"Congenital Abnormality",5,3
C0038478,"Struma Ovarii",disease,C04,"Neoplastic Process",10,8
C0038505,"Sturge-Weber Syndrome",disease,C04;C10;C14,"Disease or Syndrome",25,41
C0038506,Stuttering,phenotype,C23;C10,"Mental or Behavioral Dysfunction",34,30
C0038522,"Subacute Sclerosing Panencephalitis",disease,C01;C10,"Disease or Syndrome",47,46
C0038525,"Subarachnoid Hemorrhage",disease,C23;C10;C14,"Disease or Syndrome",501,587
C0038529,"Subchondral Cysts",disease,C04;C05,"Acquired Abnormality",3,3
C0038538,"Subdural Effusion",phenotype,C01;C10,"Acquired Abnormality",2,1
C0038557,"Submandibular Gland Diseases",group,C07,"Disease or Syndrome",1,1
C0038580,"Substance Dependence",disease,C25;F03,"Mental or Behavioral Dysfunction",156,86
C0038586,"Substance Use Disorders",group,C25;F03,"Mental or Behavioral Dysfunction",218,154
C0038587,"Substance Withdrawal Syndrome",disease,C25;F03,"Mental or Behavioral Dysfunction",80,77
C0038604,"Subungual exostoses",disease,C04;C17;C05,"Neoplastic Process",4,4
C0038605,"Subungual hyperkeratosis",disease,C17,"Disease or Syndrome",5,0
C0038644,"Sudden infant death syndrome",disease,C23,"Disease or Syndrome",140,198
C0038661,Suicide,phenotype,F01,Finding,2,1
C0038663,"Suicide attempt",phenotype,F01,"Injury or Poisoning",31,6
C0038826,Superinfection,group,C01,"Disease or Syndrome",85,61
C0038828,"Superior Mesenteric Artery Syndrome",disease,C06,"Disease or Syndrome",2,1
C0038833,"Superior Vena Cava Syndrome",disease,C14,"Disease or Syndrome",3,3
C0038834,"Superior Vena Cava Thrombosis",disease,C14,"Disease or Syndrome",1,1
C0038868,"Progressive supranuclear palsy",disease,C23;C11;C10,"Disease or Syndrome",176,322
C0038870,"Neuralgia, Supraorbital",phenotype,C23;C10,"Disease or Syndrome",16,13
C0038874,"Supratentorial Neoplasms",group,C04;C10,"Neoplastic Process",12,7
C0038940,"Surgical Wound Dehiscence",phenotype,C23,"Pathologic Function",1,1
C0038987,"Sweat Gland Neoplasms",group,C04;C17,"Neoplastic Process",4,4
C0039010,"Swine Vesicular Disease",disease,C01;C22,"Disease or Syndrome",2,1
C0039070,Syncope,phenotype,C23;C10,"Sign or Symptom",119,96
C0039075,Syndactyly,disease,C16;C05,"Congenital Abnormality",127,95
C0039093,"Congenital abnormal Synostosis",disease,C16;C05,"Congenital Abnormality",25,37
C0039101,"synovial sarcoma",disease,C04,"Neoplastic Process",299,465
C0039103,Synovitis,disease,C05,"Disease or Syndrome",197,196
C0039104,"Synovitis and tenosynovitis",disease,C05,"Disease or Syndrome",1,1
C0039106,"Pigmented villonodular synovitis",disease,C04;C05,"Neoplastic Process",15,14
C0039128,Syphilis,disease,C13;C01;C12,"Disease or Syndrome",80,57
C0039133,"Syphilis, Latent",disease,C01,"Disease or Syndrome",3,1
C0039144,Syringomyelia,disease,C10,"Disease or Syndrome",35,24
C0039147,"Syrinx formation",disease,NULL,"Anatomical Abnormality",18,17
C0039223,"Tabes Dorsalis",disease,C01;C10,"Disease or Syndrome",2,2
C0039231,Tachycardia,phenotype,C23;C14,Finding,73,26
C0039232,"Tachycardia, Atrioventricular Nodal Reentry",disease,C23;C14,"Disease or Syndrome",2,2
C0039234,"Tachycardia, Ectopic Atrial",disease,C23;C14,"Disease or Syndrome",3,3
C0039235,"Tachycardia, Ectopic Junctional",disease,C23;C14,"Disease or Syndrome",2,1
C0039239,"Sinus Tachycardia",disease,C23;C14,"Disease or Syndrome",29,4
C0039240,"Supraventricular tachycardia",disease,C23;C14,"Disease or Syndrome",50,28
C0039254,Teniasis,disease,C01,"Disease or Syndrome",7,6
C0039263,"Takayasu Arteritis",disease,C17;C14,"Disease or Syndrome",136,134
C0039273,"Talipes cavus",disease,C16;C05,"Anatomical Abnormality",213,7
C0039292,"Tangier Disease",disease,C16;C18;C10,"Disease or Syndrome",31,137
C0039338,"Taste Disorders",group,C23;C10,"Disease or Syndrome",4,4
C0039373,"Tay-Sachs Disease",disease,C16;C18;C10,"Disease or Syndrome",26,185
C0039445,"Hereditary hemorrhagic telangiectasia",disease,C16;C15;C14,"Disease or Syndrome",42,192
C0039446,Telangiectasis,disease,C14,Finding,43,9
C0039474,Temperament,phenotype,F01,"Mental Process",2,1
C0039483,"Giant Cell Arteritis",disease,C17;C20;C10;C14,"Disease or Syndrome",260,265
C0039494,"Temporomandibular Joint Disorders",group,C05;C07,"Disease or Syndrome",84,83
C0039496,"Temporomandibular Joint Dysfunction Syndrome",disease,C05;C07,"Disease or Syndrome",24,22
C0039503,Tendinitis,disease,C05;C26,"Disease or Syndrome",18,10
C0039516,"Tennis Elbow",disease,C05;C26,"Disease or Syndrome",4,5
C0039520,Tenosynovitis,disease,C05,"Disease or Syndrome",7,8
C0039538,Teratoma,disease,C04,"Neoplastic Process",171,155
C0039584,"Testicular Diseases",group,C12;C19,"Disease or Syndrome",16,20
C0039585,"Androgen-Insensitivity Syndrome",disease,C16;C13;C12;C19,"Disease or Syndrome",247,516
C0039590,"Testicular Neoplasms",group,C04;C12;C19,"Neoplastic Process",124,77
C0039614,Tetanus,disease,C01,"Disease or Syndrome",1,1
C0039621,Tetany,disease,C23;C18;C10,Finding,24,2
C0039685,"Tetralogy of Fallot",disease,C16;C14,"Congenital Abnormality",274,189
C0039730,Thalassemia,group,C16;C15,"Disease or Syndrome",136,308
C0039743,"Thanatophoric Dysplasia",disease,C16;C05,"Congenital Abnormality",12,69
C0039747,Thecoma,disease,C04,"Neoplastic Process",8,7
C0039841,"Thiamine Deficiency",disease,C18,"Disease or Syndrome",17,21
C0039870,Thinness,phenotype,C23,Finding,1,0
C0039978,"Thoracic Diseases",group,C08,"Disease or Syndrome",5,5
C0039981,"Thoracic Neoplasms",group,C04,"Neoplastic Process",3,2
C0039984,"Thoracic Outlet Syndrome",disease,C10;C14,"Disease or Syndrome",2,2
C0040015,Thrombasthenia,disease,C16;C15,"Disease or Syndrome",48,140
C0040021,"Thromboangiitis Obliterans",disease,C14,"Disease or Syndrome",127,91
C0040028,"Thrombocythemia, Essential",disease,C15,"Disease or Syndrome",220,671
C0040034,Thrombocytopenia,phenotype,C15,"Disease or Syndrome",592,779
C0040038,Thromboembolism,phenotype,C14,"Pathologic Function",25,18
C0040046,Thrombophlebitis,disease,C14,"Pathologic Function",3,0
C0040053,Thrombosis,phenotype,C14,"Pathologic Function",98,178
C0040072,"Thymic Cyst",disease,C04;C08,"Disease or Syndrome",1,1
C0040100,Thymoma,disease,C04;C15,"Neoplastic Process",291,244
C0040115,"Thymus Hyperplasia",disease,C15,"Disease or Syndrome",30,26
C0040124,"Thyroglossal Cyst",disease,C04,"Congenital Abnormality",8,5
C0040127,"Thyroid Crisis",disease,C19,"Disease or Syndrome",2,1
C0040128,"Thyroid Diseases",group,C19,"Disease or Syndrome",230,315
C0040136,"Thyroid Neoplasm",disease,C04;C19,"Neoplastic Process",1164,1978
C0040137,"Thyroid Nodule",disease,C04;C19,"Neoplastic Process",150,291
C0040147,Thyroiditis,disease,C19,"Disease or Syndrome",104,68
C0040149,"Subacute thyroiditis",disease,C19,"Disease or Syndrome",13,12
C0040156,Thyrotoxicosis,disease,C19,"Disease or Syndrome",37,51
C0040188,"Tic disorder",disease,C10;F03,"Mental or Behavioral Dysfunction",33,26
C0040199,"Tick-borne fever",disease,C01,"Disease or Syndrome",2,1
C0040213,"Tietze's Syndrome",disease,C17;C05,"Disease or Syndrome",1,1
C0040247,Tinea,disease,C01;C17,"Disease or Syndrome",21,18
C0040250,"Tinea Capitis",disease,C01;C17,"Disease or Syndrome",13,4
C0040252,"Tinea corporis (disorder)",disease,C01;C17,"Disease or Syndrome",3,3
C0040253,"Tinea of perianal region",disease,NULL,"Disease or Syndrome",6,3
C0040259,"Tinea Pedis",disease,C23;C01;C17,"Disease or Syndrome",1,1
C0040261,Onychomycosis,disease,C01;C17,"Disease or Syndrome",27,9
C0040262,"Tinea Versicolor",disease,C01;C17,"Disease or Syndrome",2,1
C0040264,Tinnitus,phenotype,C23;C10;C09,"Disease or Syndrome",103,61
C0040332,"Tobacco Dependence",disease,C25;F03,"Mental or Behavioral Dysfunction",34,42
C0040409,"Tongue Diseases",group,C07,"Disease or Syndrome",1,1
C0040411,"Tongue Neoplasms",group,C04;C07,"Neoplastic Process",62,45
C0040412,"Fissured tongue",disease,C07,"Disease or Syndrome",36,3
C0040416,"Tonic Pupil",phenotype,C23;C11;C10,"Sign or Symptom",1,2
C0040420,Tonometry,phenotype,NULL,"Diagnostic Procedure",206,12
C0040422,"Tonsillar Neoplasms",group,C04;C07;C09,"Neoplastic Process",1,1
C0040425,Tonsillitis,disease,C01;C08;C07;C09,"Disease or Syndrome",48,37
C0040427,"Tooth Abnormalities",group,C16;C07,"Anatomical Abnormality",54,22
C0040433,"Tooth Crowding",phenotype,C07,Finding,82,0
C0040435,"Tooth Diseases",group,C07,"Disease or Syndrome",4,4
C0040457,"Tooth, Supernumerary",phenotype,C16;C07,Finding,31,1
C0040458,"Unerupted tooth",phenotype,C07,Finding,5,0
C0040460,Toothache,phenotype,C23;C07,"Sign or Symptom",4,4
C0040479,"Torsades de Pointes",disease,C23;C14,"Disease or Syndrome",51,69
C0040485,Torticollis,phenotype,C23;C10,"Sign or Symptom",55,15
C0040517,"Gilles de la Tourette syndrome",disease,C16;C10;F03,"Disease or Syndrome",177,234
C0040524,"Septic Toxemia",disease,C01,"Disease or Syndrome",4,2
C0040558,Toxoplasmosis,disease,C01,"Disease or Syndrome",112,103
C0040559,"Toxoplasmosis, Animal",disease,C01;C22,"Disease or Syndrome",1,1
C0040560,"Toxoplasmosis, Congenital",disease,C16;C01;C10,"Disease or Syndrome",12,12
C0040561,"Ocular Toxoplasmosis",disease,C01;C11,"Disease or Syndrome",35,21
C0040580,"Tracheal Diseases",group,C08,"Disease or Syndrome",155,133
C0040583,"Tracheal Stenosis",disease,C08,"Disease or Syndrome",30,5
C0040588,"Tracheoesophageal Fistula",disease,C23;C06;C08,"Anatomical Abnormality",80,10
C0040592,Trachoma,disease,C01;C11,"Disease or Syndrome",39,20
C0040702,"Transient Tic Disorder",disease,C10;F03,"Mental or Behavioral Dysfunction",2,2
C0040715,"Chromosomal translocation",phenotype,C23,"Cell or Molecular Dysfunction",2,2
C0040761,"Transposition of Great Vessels",disease,C16;C14,"Congenital Abnormality",61,44
C0040820,"Trematode Infections",group,C01,"Disease or Syndrome",12,7
C0040822,Tremor,phenotype,C23;C10,"Sign or Symptom",528,225
C0040827,"Saturnine Tremor",phenotype,C23;C10,"Sign or Symptom",9,13
C0040896,Trichinellosis,disease,C01,"Disease or Syndrome",14,10
C0040921,"Trichomonas Infections",group,C01,"Disease or Syndrome",14,16
C0040947,Trichostrongyloidiasis,disease,C01,"Disease or Syndrome",1,1
C0040953,Trichotillomania,disease,F03,"Mental or Behavioral Dysfunction",9,10
C0040954,"Infection by Trichuris trichiura",disease,C01,"Disease or Syndrome",17,9
C0040961,"Tricuspid Valve Insufficiency",disease,C14,"Disease or Syndrome",60,15
C0040962,"Tricuspid Valve Prolapse",disease,C14,"Disease or Syndrome",13,1
C0040963,"Tricuspid Valve Stenosis",disease,C14,"Disease or Syndrome",26,21
C0040997,"Trigeminal Neuralgia",disease,C10;C07,"Disease or Syndrome",107,98
C0041105,Trismus,disease,C23;C10,"Disease or Syndrome",18,3
C0041107,Trisomy,group,C23,"Cell or Molecular Dysfunction",1,1
C0041182,"Trophoblastic Neoplasms",group,C04;C13,"Neoplastic Process",22,20
C0041188,"Tropical pyomyositis",disease,C01;C05;C10,"Disease or Syndrome",1,1
